19.346, 1529.424, 8.908, 0.000, -11.148, 4.889, 70.000
17.204, 299.134, 7.723, 0.000, -16.238, 44.326, 70.000
18.226, 26.062, 7.544, 0.000, -7.849, 166.421, 70.000
12.996, 9.426, 7.513, 0.000, -21.708, 296.991, 70.000
9.558, 6.938, 7.507, 0.000, -26.274, 314.871, 70.000
8.691, 5.946, 7.506, 0.002, -6.462, 337.160, 70.000
7.266, 6.063, 7.505, 0.000, -11.317, 268.870, 70.000
7.282, 5.572, 7.505, 0.001, -6.539, 283.257, 70.000
8.184, 5.380, 7.504, 0.000, -48.139, 201.358, 70.000
9.423, 5.594, 7.503, 0.000, -18.852, 249.242, 70.000
7.354, 5.633, 7.503, 0.000, -47.120, 175.732, 70.000
6.732, 5.865, 7.503, 0.001, -7.412, 169.819, 70.000
6.859, 5.327, 7.503, 0.000, -20.478, 120.687, 70.000
8.566, 4.960, 7.503, 0.003, -5.771, 166.172, 70.000
10.413, 5.042, 7.503, 0.000, -20.444, 97.380, 70.000
7.376, 5.352, 7.502, 0.000, -18.429, 83.751, 70.000
8.573, 5.777, 7.502, 0.000, -8.780, 53.529, 70.000
8.254, 6.150, 7.502, 0.000, -9.604, 112.316, 70.000
6.698, 6.333, 7.502, 0.000, -20.151, 40.408, 70.000
7.068, 6.057, 7.502, 0.000, -11.262, 31.841, 70.000
9.383, 5.489, 7.502, 0.000, -18.398, 115.624, 70.000
8.634, 5.489, 7.502, 0.000, -21.622, 70.121, 70.000
10.691, 5.629, 7.502, 0.000, -38.073, 23.628, 70.000
7.673, 6.073, 7.501, 0.000, -9.608, 15.679, 70.000
8.244, 6.258, 7.501, 0.000, -19.357, 16.590, 70.000
12.924, 6.342, 7.502, 0.000, -23.517, 81.769, 70.000
9.493, 6.952, 7.501, 0.001, -6.932, 91.867, 70.000
12.193, 8.958, 30.034, 0.000, -79.744, 64.255, 70.000
11.122, 13.146, 7.504, 0.000, -13.199, 17.163, 70.000
13.332, 11.876, 7.503, 0.001, -6.770, 12.977, 70.000
14.101, 11.530, 7.503, 0.000, -7.713, 20.612, 70.000
9.433, 11.360, 7.502, 0.003, -5.725, 24.597, 70.000
7.561, 10.413, 7.502, 0.000, -8.171, 18.592, 70.000
10.203, 8.477, 7.502, 0.000, -27.983, 50.817, 70.000
7.966, 7.455, 7.501, 0.000, -47.759, 8.690, 70.000
11.312, 6.663, 7.501, 0.002, -6.309, 10.062, 70.000
9.155, 6.716, 7.500, 0.000, -12.537, 22.023, 70.000
9.716, 6.786, 7.501, 0.000, -8.045, 7.564, 70.000
12.750, 6.794, 7.501, 0.002, -6.180, 5.290, 70.000
9.596, 7.133, 7.500, 0.001, -6.758, 10.550, 70.000
12.911, 7.599, 7.501, 0.000, -19.506, 31.896, 70.000
10.269, 8.057, 7.501, 0.003, -5.889, 42.583, 70.000
9.453, 8.151, 7.500, 0.000, -8.708, 98.968, 70.000
11.037, 8.142, 7.501, 0.000, -23.983, 18.345, 70.000
10.417, 8.237, 7.500, 0.000, -19.077, 97.298, 70.000
10.466, 8.103, 7.500, 0.000, -7.941, 73.900, 70.000
10.354, 8.001, 7.500, 0.000, -22.616, 68.309, 70.000
12.110, 8.026, 7.500, 0.001, -6.843, 30.271, 70.000
8.014, 8.219, 7.500, 0.000, -10.664, 12.780, 70.000
15.436, 8.136, 7.501, 0.000, -11.144, 17.588, 70.000
15.694, 8.643, 7.500, 0.000, -12.198, 46.657, 70.000
12.354, 9.216, 7.500, 0.002, -6.049, 12.534, 70.000
13.866, 9.540, 7.500, 0.000, -25.280, 76.458, 70.000
9.922, 9.763, 7.500, 0.000, -10.507, 59.313, 70.000
14.669, 9.803, 7.500, 0.000, -8.774, 27.639, 70.000
10.568, 10.087, 7.500, 0.002, -6.161, 26.864, 70.000
9.585, 10.019, 7.499, 0.002, -6.170, 31.488, 70.000
9.766, 9.557, 7.499, 0.002, -6.474, 34.033, 70.000
13.978, 9.288, 7.500, 0.000, -21.089, 65.207, 70.000
11.697, 9.622, 7.499, 0.002, -6.308, 60.102, 70.000
8.587, 9.699, 7.499, 0.000, -12.639, 90.266, 70.000
9.315, 9.245, 7.499, 0.000, -26.897, 35.136, 70.000
12.135, 8.857, 7.500, 0.000, -11.748, 52.989, 70.000
9.648, 8.900, 7.499, 0.000, -8.473, 50.455, 70.000
11.043, 8.776, 7.499, 0.001, -7.395, 50.009, 70.000
8.532, 8.736, 7.499, 0.000, -16.294, 66.303, 70.000
10.719, 8.430, 7.499, 0.003, -5.664, 59.348, 70.000
11.969, 8.496, 7.499, 0.000, -14.008, 47.041, 70.000
10.554, 8.760, 7.499, 0.000, -10.163, 52.320, 70.000
7.928, 8.821, 7.499, 0.000, -16.667, 94.735, 70.000
9.112, 8.372, 7.499, 0.000, -29.806, 77.103, 70.000
12.338, 8.158, 7.499, 0.000, -13.099, 66.283, 70.000
14.470, 8.619, 7.499, 0.001, -7.556, 70.364, 70.000
11.631, 9.212, 7.499, 0.002, -6.101, 79.861, 70.000
8.954, 9.536, 7.499, 0.002, -6.211, 111.060, 70.000
9.070, 9.349, 7.499, 0.000, -37.380, 56.373, 70.000
7.543, 8.794, 7.498, 0.000, -21.957, 42.815, 70.000
9.307, 7.770, 7.499, 0.002, -6.002, 42.243, 70.000
10.785, 7.419, 7.499, 0.002, -6.091, 53.472, 70.000
15.564, 7.822, 7.500, 0.001, -6.999, 52.739, 70.000
